 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  redshift  |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |      morph. type      |   ang. size   |#bib|#not
1   |UGC 836                            |G  |01 18 59.4210922213 +44 17 11.036445854|0.038417    |     ~|16.0  |     ~|     ~|     ~|~              |E D ~                  |0.463 0.417    |   8|   0
764 |ESO 577-39                         |G  |13 49 55.9823673990 -22 16 33.932982120|0.024550    |     ~|15.14 |     ~|14.25 |     ~|~              |Sb D ~                  |0.403 0.226    |  11|   0
765 |ESO 509-94                         |G  |13 41 47.8074203790 -23 36 29.880123489|0.037479    |     ~|15.40 |     ~|14.09 |     ~|~              |Sb D ~                  |0.690 0.317    |  13|   0
766 |ESO 510-2                          |G  |13 50 03.4663738151 -22 56 57.383031077|0.04110     |     ~|15.48 |     ~|14.37 |     ~|~              |Sb D ~                  |0.347 0.263    |  10|   0
767 |ESO 509-100                        |G  |13 43 51.079 -27 21 42.61              |0.021815    |     ~|15.13 |     ~|14.08 |     ~|~              |Sb D ~                  |0.380 0.296    |  18|   0
768 |ESO 510-4                          |G  |13 51 32.593 -26 37 58.72              |0.02455     |     ~|15.33 |     ~|14.68 |     ~|~              |Sb D ~                  |0.277 0.221    |   8|   0
769 |MCG-05-33-009                      |G  |13 48 05.7332286653 -30 32 16.910392288|0.017468    |     ~|16    |     ~|17.03 |     ~|~              |Sb D ~                  |0.773 0.371    |  12|   0
770 |ESO 383-63                         |G  |13 42 03.4830864674 -34 32 29.768667527|0.049760    |     ~|15.51 |     ~|14.59 |     ~|~              |Sb D ~                  |0.267 0.192    |   6|   0
771 |ESO 383-64                         |G  |13 42 07.921 -36 20 57.69              |0.039034    |     ~|16.94 |     ~|14.95 |     ~|~              |Sb D ~                  |0.533 0.448    |  15|   0
772 |ESO 383-71                         |G  |13 44 59.8783843175 -36 09 02.584261874|0.03689     |     ~|14.60 |     ~|13.52 |     ~|~              |Sb D ~                  |0.600 0.408    |  13|   0
773 |2MASX J13525638+2850366            |G  |13 52 56.382 +28 50 36.68              |0.110730    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.190 0.167    |   2|   0
774 |2MASX J14022172+2904076            |G  |14 02 21.724 +29 04 07.63              |0.061993    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.330 0.139    |   2|   0
775 |Z 18-23                            |G  |14 00 50.0178981247 +02 05 39.211395265|0.04976     |     ~|15.6  |     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.367 0.139    |   5|   0
776 |ESO 578-5                          |G  |13 54 08.9856046975 -22 21 54.260257483|0.04237     |     ~|16.06 |     ~|14.91 |     ~|~              |Sb D ~                  |0.237 0.199    |   4|   0
777 |ESO 578-4                          |G  |13 53 37.419 -20 30 29.24              |0.034944    |     ~|15.97 |     ~|14.74 |     ~|~              |Sb D ~                  |0.450 0.153    |  10|   0
778 |ESO 578-16                         |G  |14 01 59.040 -22 21 49.30              |0.036699    |     ~|15.19 |     ~|13.79 |     ~|~              |Sb D ~                  |0.487 0.419    |  17|   0
779 |ESO 510-16                         |G  |13 55 17.311 -23 14 33.36              |0.05837     |     ~|15.42 |     ~|14.43 |     ~|~              |Sb D ~                  |0.390 0.304    |   6|   0
780 |ESO 510-35                         |G  |14 00 16.7801837077 -25 46 59.620525360|0.04859     |     ~|15.17 |     ~|13.57 |     ~|~              |Sb D ~                  |0.370 0.266    |   7|   0
781 |ESO 510-40                         |G  |14 01 20.643 -26 11 52.53              |0.021178    |     ~|14.80 |     ~|14.10 |     ~|~              |Sb D ~                  |0.320 0.237    |  19|   0
782 |ESO 384-11                         |G  |13 55 12.510 -36 19 05.71              |0.039864    |     ~|15.08 |     ~|13.86 |     ~|~              |Sb D ~                  |0.533 0.384    |  14|   0
783 |Mrk 1375                           |G  |14 11 49.768 +31 55 46.48              |0.027456    |     ~|15.4  |     ~|     ~|     ~|~              |Sb D 2008ApJS..175...86P|0.297 0.255    |  14|   0
784 |2MASX J14145959+3036336            |G  |14 14 59.597 +30 36 33.67              |0.052863    |     ~|15.5  |     ~|     ~|     ~|~              |Sb D 2008ApJS..175...86P|0.343 0.268    |   5|   0
785 |2MASX J14115723+2935343            |G  |14 11 57.264 +29 35 34.69              |0.064872    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.213 0.149    |   4|   0
786 |MCG+05-33-047                      |G  |14 05 12.909 +29 25 03.31              |0.062900    |     ~|15    |     ~|     ~|     ~|~              |Sb D ~                  |0.497 0.189    |   5|   0
787 |MCG+05-33-043                      |G  |14 04 40.5770445562 +28 35 18.526948297|0.03938     |     ~|15.4  |     ~|     ~|     ~|~              |Sb D 2008ApJS..175...86P|0.447 0.223    |   8|   0
788 |2MASX J14034745+2943381            |G  |14 03 47.4908067225 +29 43 37.998385838|0.064912    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.227 0.172    |   2|   0
789 |2MASX J14041843+2929053            |G  |14 04 18.435 +29 29 05.32              |0.065779    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.237 0.170    |   2|   0
790 |2MASX J14052998+2935083            |G  |14 05 29.9416250412 +29 35 08.081516437|0.042776    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.260 0.156    |   3|   0
791 |2MASX J14065426+2930121            |G  |14 06 54.197 +29 30 11.46              |0.041395    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.240 0.115    |   5|   0
792 |ESO 511-2                          |G  |14 09 49.8758380027 -26 41 49.733897187|0.04238     |     ~|15.82 |     ~|14.82 |     ~|~              |Sb D ~                  |0.423 0.279    |   6|   0
793 |ESO 510-65                         |G  |14 07 12.056 -26 50 07.14              |0.02567     |     ~|14.16 |     ~|13.74 |     ~|~              |Sb D ~                  |0.463 0.389    |  14|   0
794 |ESO 511-11                         |G  |14 12 24.3853339098 -27 24 51.576132039|0.02074     |     ~|15.13 |     ~|13.95 |     ~|~              |Sb D ~                  |0.630 0.265    |  16|   0
795 |ESO 446-4                          |G  |14 04 37.0 -30 59 23                   |0.014947    |     ~|15.77 |     ~|14.95 |     ~|~              |Sb D ~                  | 1.10  0.41    |   5|   0
796 |ESO 384-41                         |G  |14 04 14.7911656087 -33 01 31.554818005|0.035193    |     ~|14.80 |     ~|13.75 |     ~|~              |Sb D ~                  |0.420 0.319    |  14|   0
797 |ESO 446-33                         |G  |14 13 55.4661909829 -32 36 33.616365776|0.039701    |     ~|15.82 |     ~|     ~|     ~|~              |Sb D ~                  |0.360 0.259    |  13|   0
798 |ESO 325-54                         |G  |14 06 57.268 -39 01 46.20              |0.03018     |     ~|15.55 |     ~|15.04 |     ~|~              |Sb D ~                  |0.203 0.142    |   3|   0
799 |IC 4409                            |G  |14 21 33.259 +31 35 07.87              |0.034357    |     ~|15.1  |     ~|     ~|     ~|~              |Sb D 2008ApJS..175...86P|0.533 0.235    |   7|   0
800 |2MASX J14225238+2922048            |G  |14 22 52.3525475056 +29 22 05.146023798|0.127802    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.180 0.169    |   3|   0
801 |2MASX J14245111+2920467            |G  |14 24 51.1344638110 +29 20 46.267666410|0.053504    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.297 0.220    |   3|   0
802 |2MASX J14194138+2850534            |G  |14 19 41.3897856154 +28 50 53.599243401|0.056966    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.237 0.133    |   2|   0
803 |2MASX J14222148+2943210            |G  |14 22 21.4660842986 +29 43 21.510617658|0.052363    |     ~|17.7  |     ~|     ~|     ~|~              |Sb D ~                  |0.233 0.131    |   4|   0
804 |2MASX J14241352+2858564            |G  |14 24 13.524 +28 58 56.12              |0.053324    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.260 0.198    |   4|   0
805 |ESO 579-9                          |G  |14 15 33.918 -20 39 44.54              |0.015421    |     ~|15.63 |     ~|     ~|     ~|~              |Sb D ~                  |0.460 0.230    |  20|   0
806 |ESO 446-42                         |G  |14 16 59.0880236139 -31 08 04.994625177|0.03985     |     ~|16.09 |     ~|14.95 |     ~|~              |Sb D ~                  |0.187 0.172    |   4|   0
807 |ESO 385-11                         |G  |14 20 33.4180586499 -33 20 45.637411853|0.024477    |     ~|14.72 |     ~|13.44 |     ~|~              |Sb D ~                  |0.570 0.388    |  17|   0
808 |2MASX J14331714+2914049            |G  |14 33 17.1551562724 +29 14 04.981208432|0.099806    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.273 0.153    |   3|   0
809 |2MASX J14292568+2926029            |G  |14 29 25.6928016025 +29 26 03.027521582|0.08827     |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.240 0.125    |   3|   0
810 |2MASX J14321676+2859491            |G  |14 32 16.7607460890 +28 59 49.081042323|0.073418    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.230 0.115    |   3|   0
811 |2MASX J14335674+2937568            |G  |14 33 56.7335483316 +29 37 56.970442087|0.097324    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.263 0.147    |   3|   0
812 |2MASX J14361200+2930469            |G  |14 36 11.9891127392 +29 30 46.557330557|0.075242    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.200 0.144    |   2|   0
813 |Z 47-92                            |G  |14 33 35.677 +02 38 19.36              |0.02826     |     ~|15.5  |     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.537 0.182    |  14|   0
814 |2MFGC 11736                        |G  |14 28 10.496 -00 41 05.07              |0.05517     |     ~|16.880|     ~|15.534|     ~|~              |Sb D 2006A&A...445..765K|0.510 0.122    |  15|   0
815 |2dFGRS TGN345Z170                  |G  |14 29 47.938 -00 12 26.68              |0.03029     |     ~|17.96 |     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K| 0.44  0.13    |   6|   0
816 |ESO 580-3                          |G  |14 36 52.229 -22 06 59.27              |0.06321     |     ~|16.22 |     ~|15.05 |     ~|~              |Sb D ~                  |0.443 0.186    |   3|   0
817 |ESO 579-25                         |G  |14 31 29.707 -22 22 01.83              |0.023853    |     ~|14.95 |     ~|14.27 |     ~|~              |Sb D ~                  |0.527 0.305    |  24|   0
818 |ESO 511-46                         |G  |14 30 43.2820107488 -27 27 15.414263655|0.014533    |     ~|14.41 |     ~|13.42 |     ~|~              |Sb D ~                  |0.483 0.358    |  25|   0
819 |ESO 511-43                         |G  |14 29 16.110 -27 08 16.92              |0.02866     |     ~|15.67 |     ~|14.64 |     ~|~              |Sb D ~                  |0.417 0.133    |   8|   0
820 |ESO 447-28                         |G  |14 36 45.937 -27 50 46.16              |0.01578     |     ~|15.48 |     ~|14.53 |     ~|~              |Sb D ~                  |0.463 0.185    |   8|   0
821 |ESO 447-18                         |G  |14 32 07.427 -29 56 49.72              |0.02304     |     ~|15.03 |     ~|14.08 |     ~|~              |Sb D ~                  |0.503 0.332    |   5|   0
822 |ESO 447-7                          |G  |14 29 30.773 -29 41 04.88              |0.05821     |     ~|15.46 |     ~|14.38 |     ~|~              |Sb D ~                  |0.323 0.226    |   7|   0
823 |ESO 385-26                         |G  |14 28 15.765 -33 18 30.52              |0.025612    |     ~|14.71 |     ~|13.40 |     ~|~              |Sb D ~                  |0.570 0.410    |  14|   0
824 |ESO 385-43                         |G  |14 33 32.043 -33 48 15.75              |0.038523    |     ~|15.24 |     ~|14.09 |     ~|~              |Sb D ~                  |0.507 0.385    |  13|   0
825 |2MASX J14375297+2922503            |G  |14 37 52.9972163629 +29 22 50.391414310|0.069098    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.260 0.120    |   3|   0
826 |2MASX J14375435+2922523            |G  |14 37 54.3411583552 +29 22 52.556972198|0.070109    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.237 0.194    |   3|   0
827 |IC 4477                            |G  |14 38 35.222 +28 27 33.50              |0.046832    |     ~|15.5  |     ~|     ~|     ~|~              |Sb D 2008ApJS..175...86P|0.410 0.279    |   7|   0
828 |2MASX J14382788+2903189            |G  |14 38 27.8830955882 +29 03 18.950673347|0.04436     |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.250 0.170    |   4|   0
829 |2MASX J14400566+2905443            |G  |14 40 05.6753946033 +29 05 44.069121404|0.069948    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.357 0.150    |   1|   0
830 |2MASX J14430638+2908081            |G  |14 43 06.3849779832 +29 08 08.061902762|0.090756    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.257 0.205    |   2|   0
831 |2MASX J14471387+2849306            |G  |14 47 13.910 +28 49 30.56              |0.091130    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.200 0.140    |   4|   0
832 |ESO 580-13                         |G  |14 43 27.9883699097 -17 52 25.974326143|0.04358     |     ~|15.75 |     ~|14.68 |     ~|~              |Sb D ~                  |0.443 0.257    |  11|   0
833 |ESO 580-31                         |G  |14 47 36.779 -19 23 14.78              |0.023026    |     ~|15.40 |     ~|14.24 |     ~|~              |Sb D ~                  |0.613 0.221    |  11|   0
834 |2MASX J14563036+2923372            |G  |14 56 30.3952032956 +29 23 37.532059727|0.056122    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.350 0.154    |   2|   0
835 |2MASX J14560350+2947039            |G  |14 56 03.484 +29 47 03.70              |0.07841     |     ~|17.14 |16.41 |     ~|     ~|~              |Sb D ~                  |0.173 0.135    |   8|   0
836 |2MASX J14502966+2941430            |G  |14 50 29.6782318667 +29 41 42.625739330|0.053490    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.317 0.120    |   1|   0
837 |2MASX J14594661+2637126            |G  |14 59 46.5887037570 +26 37 12.690484622|0.030401    |     ~|15.5  |     ~|     ~|     ~|~              |Sb D 2008ApJS..175...86P|0.420 0.353    |  11|   0
838 |Mrk 824                            |G  |14 49 02.310 +21 19 51.23              |0.015451    |     ~|15.4  |     ~|     ~|     ~|~              |Sb D ~                  |0.290 0.215    |  20|   0
839 |2MASX J14535472+0301050            |G  |14 53 54.726 +03 01 05.10              |0.027730    |     ~|15.4  |     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.393 0.134    |   8|   0
840 |2MFGC 12109                        |G  |14 57 01.443 +02 43 08.05              |0.02627     |     ~|15.7  |     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.420 0.118    |   7|   0
841 |Z 48-81                            |G  |14 58 05.714 +03 17 45.72              |0.04426     |     ~|15.5  |     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.490 0.147    |  12|   0
842 |ESO 580-46                         |G  |14 51 44.498 -22 40 40.48              |0.015226    |     ~|15.91 |     ~|15.11 |     ~|~              |Sb D ~                  |0.197 0.126    |   9|   0
843 |ESO 448-5                          |G  |14 50 22.591 -31 01 58.25              |0.035481    |     ~|16.25 |     ~|15.06 |     ~|~              |Sb D ~                  |0.327 0.235    |   6|   0
844 |ESO 329-15                         |G  |15 42 36.9202527583 -38 42 03.306713285|0.014737    |     ~|15.09 |     ~|13.56 |     ~|~              |Sb D ~                  |1.503 0.331    |  16|   0
845 |ESO 329-12                         |G  |15 39 30.3706794454 -38 32 20.241032330|0.014502    |     ~|14    |     ~|12.84 |     ~|~              |Sb D ~                  |0.860 0.671    |  13|   0
846 |ESO 338-12                         |G  |19 35 32.080 -40 01 26.04              |0.020589    |     ~|14.92 |     ~|13.80 |14.4  |~              |Sb D ~                  |0.557 0.301    |   9|   0
847 |ESO 399-26                         |G  |20 15 06.614 -37 14 12.80              |0.020207    |     ~|14.74 |     ~|13.54 |     ~|~              |Sb D ~                  |0.500 0.290    |  20|   0
848 |ESO 340-35                         |G  |20 29 13.550 -37 54 37.29              |0.03133     |     ~|16.30 |     ~|15.39 |     ~|~              |Sb D ~                  |0.250 0.101    |   3|   0
849 |6dFGS gJ202837.4-374710            |G  |20 28 37.441 -37 47 10.59              |0.199343    |     ~|18.57 |     ~|17.35 |     ~|~              |Sb D ~                  |0.123 0.123    |  14|   0
850 |IC 5019                            |G  |20 30 47.0818437592 -36 04 37.125635869|0.040094    |     ~|15.47 |     ~|14.21 |     ~|~              |Sb D ~                  |0.543 0.196    |  11|   0
851 |ESO 401-19                         |G  |20 52 28.191 -33 37 33.27              |0.02495     |     ~|14.99 |     ~|     ~|     ~|~              |Sb D ~                  |0.590 0.248    |   6|   0
852 |ESO 338-22                         |G  |19 45 18.237 -38 20 04.61              |0.019194    |     ~|15.73 |     ~|14.46 |     ~|~              |Sb D ~                  |0.417 0.175    |  14|   0
853 |ESO 400-10                         |G  |20 23 15.2862808379 -34 56 51.214874386|0.03971     |     ~|15.38 |     ~|14.17 |     ~|~              |Sb D ~                  |0.487 0.204    |   7|   0
854 |ESO 400-39                         |G  |20 33 51.1874423474 -33 39 31.902489076|0.035891    |     ~|15.37 |     ~|14.34 |     ~|~              |Sb D ~                  |0.557 0.212    |   7|   0
855 |ESO 400-32                         |G  |20 29 26.2770491847 -33 51 39.826034332|0.035700    |     ~|15.55 |     ~|14.34 |     ~|~              |Sb D ~                  |0.360 0.310    |   6|   0
856 |ESO 400-33                         |G  |20 30 15.278 -34 48 43.45              |0.019380    |     ~|14.89 |     ~|13.38 |     ~|~              |Sb D ~                  |0.790 0.332    |  19|   0
857 |NGC 6947                           |G  |20 41 15.0993514949 -32 29 11.260234679|0.018690    |     ~|14.84 |     ~|     ~|     ~|~              |Sb D ~                  |1.043 0.751    |  29|   0
858 |2MASX J15564967-3259585            |G  |15 56 49.6410729151 -32 59 58.963753314|0.04063     |     ~|15.50 |     ~|     ~|     ~|~              |Sb D ~                  |0.313 0.219    |   6|   0
859 |2MASX J15571727-3308407            |G  |15 57 17.2442769244 -33 08 41.251142860|0.04724     |     ~|16.73 |     ~|     ~|     ~|~              |Sb D ~                  |0.300 0.156    |   2|   0
860 |2MASX J15584709-3307399            |G  |15 58 47.098 -33 07 39.90              |0.04237     |     ~|15.60 |     ~|     ~|     ~|~              |Sb D ~                  |0.350 0.210    |   8|   0
861 |2MASX J16025794-3332507            |G  |16 02 57.9141964047 -33 32 50.486968797|0.02568     |     ~|15.59 |     ~|     ~|     ~|~              |Sb D ~                  |0.367 0.235    |   4|   0
862 |2MASX J16045638-3323206            |G  |16 04 56.3562472873 -33 23 20.388027729|0.04356     |     ~|16.02 |     ~|     ~|     ~|~              |Sb D ~                  |0.187 0.172    |   2|   0
863 |2MASX J16080380-3321299            |G  |16 08 03.809 -33 21 29.97              |0.02559     |     ~|16.52 |     ~|     ~|     ~|~              |Sb D ~                  |0.350 0.140    |   4|   0
864 |ESO 335-12                         |G  |18 25 31.575 -38 38 11.09              |0.012262    |     ~|15.6  |     ~|     ~|     ~|~              |Sb D ~                  |0.483 0.145    |   9|   0
865 |ESO 336-6                          |G  |18 36 07.178 -37 56 45.14              |0.014732    |     ~|13.4  |     ~|12.27 |12.5  |~              |Sb D ~                  |1.177 0.541    |  25|   0
866 |ESO 395-13                         |G  |18 38 08.943 -36 26 06.06              |0.04812     |     ~|15.53 |     ~|14.41 |     ~|~              |Sb D ~                  |0.630 0.239    |   8|   0
867 |ESO 398-26                         |G  |19 44 14.810 -35 01 50.07              |0.02013     |     ~|16.21 |     ~|14.78 |     ~|~              |Sb D ~                  |0.670 0.308    |   8|   0
868 |ESO 463-17                         |G  |20 41 15.5941098732 -30 26 19.207676698|0.025364    |     ~|15.30 |     ~|14.03 |     ~|~              |Sb D ~                  |0.627 0.238    |   9|   0
869 |ESO 463-32                         |G  |20 54 06.306 -28 40 56.00              |0.035451    |     ~|15.88 |     ~|14.26 |     ~|~              |Sb D ~                  |0.700 0.224    |  13|   0
870 |2MASX J15531748-3145154            |G  |15 53 17.5215177212 -31 45 15.625033383|0.06207     |     ~|15.70 |     ~|     ~|     ~|~              |Sb D ~                  |0.290 0.220    |   4|   0
871 |2MASX J15532218-3146574            |G  |15 53 22.189 -31 46 57.43              |0.0643      |     ~|15.72 |     ~|     ~|     ~|~              |Sb D ~                  |0.260 0.203    |   3|   0
872 |2MASX J15545167-3122417            |G  |15 54 51.680 -31 22 41.71              |0.05113     |     ~|15.47 |     ~|     ~|     ~|~              |Sb D ~                  |0.353 0.276    |   5|   0
873 |2MASX J15563200-3120355            |G  |15 56 32.0315107019 -31 20 35.545142606|0.06778     |     ~|16.24 |     ~|     ~|     ~|~              |Sb D ~                  |0.253 0.167    |   2|   0
874 |6dFGS gJ155622.0-295912            |G  |15 56 21.9633541997 -29 59 11.451170086|0.04585     |     ~|15.61 |     ~|     ~|     ~|~              |Sb D ~                  |0.287 0.149    |   3|   0
875 |2MFGC 12868                        |G  |16 02 29.088 -30 50 22.65              |0.02557     |     ~|15.41 |     ~|     ~|     ~|~              |Sb D ~                  |0.560 0.157    |   6|   0
876 |2MASX J16040526-3044505            |G  |16 04 05.2663477207 -30 44 50.629460469|0.05314     |     ~|17.17 |     ~|     ~|     ~|~              |Sb D ~                  |0.273 0.115    |   2|   0
877 |2MASX J16055106-3229484            |G  |16 05 51.068 -32 29 48.42              |0.06869     |     ~|16.58 |     ~|     ~|     ~|~              |Sb D ~                  |0.253 0.142    |   3|   0
878 |2MASX J16071810-3226025            |G  |16 07 18.1265815257 -32 26 02.269789421|0.05307     |     ~|16.67 |     ~|     ~|     ~|~              |Sb D ~                  |0.223 0.192    |   2|   0
879 |2MASX J16073848-3304125            |G  |16 07 38.4552269852 -33 04 12.710935600|0.04930     |     ~|15.60 |     ~|     ~|     ~|~              |Sb D ~                  |0.433 0.234    |   8|   0
880 |6dFGS gJ160739.7-320628            |G  |16 07 39.705 -32 06 27.58              |0.05236     |     ~|16.35 |     ~|     ~|     ~|~              |Sb D ~                  |0.203 0.146    |   2|   0
881 |2MASX J16080149-3303299            |G  |16 08 01.490 -33 03 29.96              |0.050283    |     ~|16.21 |     ~|     ~|     ~|~              |Sb D ~                  |0.340 0.170    |   3|   0
882 |2MASX J16081269-3258489            |G  |16 08 12.693 -32 58 48.93              |0.02399     |     ~|15.19 |     ~|     ~|     ~|~              |Sb D ~                  |0.480 0.269    |   5|   0
883 |6dFGS gJ160814.0-314703            |G  |16 08 14.0442331631 -31 47 02.483557956|0.05090     |     ~|16.55 |     ~|     ~|     ~|~              |Sb D ~                  |0.403 0.137    |   4|   0
884 |2MASX J16092140-3052192            |G  |16 09 21.4308986642 -30 52 19.588040594|0.04542     |     ~|16.69 |     ~|     ~|     ~|~              |Sb D ~                  |0.240 0.134    |   2|   0
885 |2MASX J16092755-3300421            |G  |16 09 27.554 -33 00 42.19              |0.04702     |     ~|15.42 |     ~|     ~|     ~|~              |Sb D ~                  |0.447 0.214    |   6|   0
886 |2MASX J16100175-3100302            |G  |16 10 01.758 -31 00 30.25              |0.11757     |     ~|16.38 |     ~|     ~|     ~|~              |Sb D ~                  |0.210 0.172    |   3|   0
887 |2MASX J16201946-3253587            |G  |16 20 19.460 -32 53 58.78              |0.04402     |     ~|16.26 |     ~|     ~|     ~|~              |Sb D ~                  |0.413 0.207    |   5|   0
888 |ESO 397-9                          |G  |19 16 08.950 -32 37 02.61              |0.05115     |     ~|16.92 |     ~|15.11 |     ~|~              |Sb D ~                  |0.700 0.168    |   9|   0
889 |ESO 398-32                         |G  |19 46 20.6379093149 -32 43 17.242798953|0.03275     |     ~|16.79 |     ~|15.23 |     ~|~              |Sb D ~                  |0.397 0.206    |   5|   0
890 |ESO 451-1                          |G  |15 57 48.3418420889 -28 22 45.508531482|0.015711    |     ~|13.9  |     ~|13.9  |13.7  |~              |Sb D ~                  |0.423 0.381    |  18|   0
891 |ESO 451-4                          |G  |16 01 04.369 -29 20 44.78              |0.00723     |     ~|14.09 |     ~|     ~|     ~|~              |Sb D ~                  |0.800 0.432    |  13|   0
892 |2MASX J16040148-3006145            |G  |16 04 01.4987485131 -30 06 14.563877649|0.05306     |     ~|16.60 |     ~|     ~|     ~|~              |Sb D ~                  |0.213 0.162    |   2|   0
893 |6dFGS gJ160353.3-283400            |G  |16 03 53.291 -28 33 59.73              |0.05396     |     ~|16.40 |     ~|     ~|     ~|~              |Sb D ~                  |0.240 0.130    |   2|   0
894 |2MASX J16051726-2912228            |G  |16 05 17.263 -29 12 22.83              |0.04622     |     ~|16.05 |     ~|     ~|     ~|~              |Sb D ~                  |0.220 0.158    |   3|   0
895 |2MASX J16055095-2955574            |G  |16 05 50.958 -29 55 57.42              |0.06271     |     ~|15.86 |     ~|     ~|     ~|~              |Sb D ~                  |0.230 0.198    |   3|   0
896 |2MASX J16091241-2905171            |G  |16 09 12.418 -29 05 17.17              |0.15028     |     ~|17.27 |     ~|     ~|     ~|~              |Sb D ~                  |0.227 0.131    |   4|   0
897 |2MASX J16142460-2931038            |G  |16 14 24.609 -29 31 03.89              |0.02624     |     ~|16.33 |     ~|     ~|     ~|~              |Sb D ~                  |0.243 0.170    |   3|   0
898 |6dFGS gJ160923.0-303017            |G  |16 09 22.9966391710 -30 30 16.995399137|0.04623     |     ~|16.89 |     ~|     ~|     ~|~              |Sb D ~                  |0.287 0.143    |   6|   0
899 |ESO 459-11                         |G  |19 17 59.670 -30 12 17.30              |0.019664    |     ~|15.11 |     ~|14.11 |     ~|~              |Sb D ~                  |0.530 0.254    |   7|   0
900 |ESO 460-11                         |G  |19 32 22.104 -30 16 26.55              |0.037062    |     ~|15.16 |     ~|13.84 |     ~|~              |Sb D ~                  |0.597 0.310    |  11|   0
901 |ESO 461-1                          |G  |19 50 12.788 -28 01 36.40              |0.0253      |     ~|16.70 |     ~|14.92 |     ~|~              |Sb D ~                  |0.780 0.140    |  13|   0
902 |ESO 461-3                          |G  |19 50 39.170 -28 15 43.14              |0.025611    |     ~|14.80 |     ~|13.39 |     ~|~              |Sb D ~                  |0.943 0.283    |  27|   0
903 |ESO 462-2                          |G  |20 11 43.894 -28 51 55.61              |0.023670    |     ~|15.85 |     ~|14.67 |     ~|~              |Sb D ~                  |0.563 0.192    |  10|   0
904 |ESO 581-20                         |G  |15 05 02.772 -21 43 11.06              |0.01708     |     ~|15.32 |     ~|14.06 |     ~|~              |Sb D ~                  |0.373 0.291    |   7|   0
905 |ESO 514-6                          |G  |15 19 10.9668821441 -24 25 47.061042057|0.009056    |     ~|14.44 |     ~|13.38 |     ~|~              |Sb D ~                  |0.527 0.221    |  13|   0
906 |6dFGS gJ155305.6-265934            |G  |15 53 05.577 -26 59 33.61              |0.07073     |     ~|16.11 |     ~|     ~|     ~|~              |Sb D ~                  |0.267 0.155    |   2|   0
907 |2MASX J15541234-2633583            |G  |15 54 12.349 -26 33 58.31              |0.04211     |     ~|14.72 |     ~|     ~|     ~|~              |Sb D ~                  |0.370 0.348    |   4|   0
908 |2MASX J15570917-2711463            |G  |15 57 09.1636403903 -27 11 46.446648939|0.07717     |     ~|15.90 |     ~|     ~|     ~|~              |Sb D ~                  |0.280 0.230    |   4|   0
909 |6dFGS gJ160531.6-265547            |G  |16 05 31.556 -26 55 46.80              |0.08032     |     ~|15.81 |     ~|     ~|     ~|~              |Sb D ~                  |0.290 0.180    |   2|   0
910 |6dFGS gJ161134.5-264002            |G  |16 11 34.453 -26 40 02.35              |0.07627     |     ~|17.02 |     ~|     ~|     ~|~              |Sb D ~                  |0.267 0.181    |   2|   0
911 |2MASX J16203646-2652400            |G  |16 20 36.460 -26 52 40.00              |0.02576     |     ~|16.36 |     ~|     ~|     ~|~              |Sb D ~                  |0.267 0.235    |   4|   0
912 |ESO 459-10                         |G  |19 17 30.168 -28 15 12.78              |0.02552     |     ~|15.83 |     ~|14.12 |     ~|~              |Sb D ~                  |1.290 0.232    |  15|   0
