identifier,typ,redshift,Mag U,Mag B,Mag V,Mag R,Mag I,bib,note,MorphType,RA,Dec,Ang_maj_amin,Ang_min_amin,ang_diam_dist,EstDist_Mpc,length_maj,velocity_km_s,RA_deg,Dec_deg
ESO 435-21                         ,G  ,0.03817,~,16.66,~,15.22,~,5,0,Sb,59:20.4,-29:19:34.02,0.4,0.12,161.265536,176.5480069,61200.29958,11123.06631,149.8351125,-29.32611667
2MASX J10124504+2903075            ,G  ,0.050198,~,~,15.91,~,~,3,0,Sb,12:45.0,+29:03:07.58,0.237,0.185,209.0545927,297.9713196,47006.73115,14503.55082,153.1876667,29.05210556
LEDA 91001                         ,G  ,0.04587,~,~,~,~,~,10,0,Sb,14:21.8,+05:04:08.37,0.45,0.126,192.0188694,156.9315617,81980.09445,13293.65056,153.5908667,5.068991667
2dFGRS TGN423Z068                  ,G  ,0.0457,~,16.869,~,15.589,~,2,0,Sb,18:44.3,+02:13:26.224670210,0.34,0.129,191.3460739,207.7035375,61723.48872,13245.97924,154.6845166,2.223951297
LEDA 1161547                       ,G  ,0.0466,~,17.86,~,~,~,6,0,Sb,18:26.3,+00:16:14.81,0.263,0.1,194.9047879,268.5140789,48632.90909,13498.22953,154.6097708,0.270780556
2MASX J10101124-0015109            ,G  ,0.06915,~,17.68,~,~,~,8,0,Sb,10:11.2,-00:15:10.94,0.33,0.106,281.5929976,213.9975841,88163.28895,19718.91592,152.5468458,-0.253038889
2MASX J10085517-0004044            ,G  ,0.096,~,16.98,~,~,~,9,0,Sb,08:55.2,-00:04:04.785406757,0.383,0.123,378.8742178,184.3843414,137672.0626,26890.87425,152.2299846,-0.067995946
ESO 567-22                         ,G  ,0.0311,~,15.8,~,14.75,~,10,0,Sb,11:07.9,-21:31:56.70,0.237,0.189,132.517833,297.9713196,29797.14566,9109.252691,152.7830042,-21.53241667
ESO 567-21                         ,G  ,0.01223,~,15.47,~,~,~,5,0,Sb,11:01.6,-22:40:51.71,0.39,0.234,53.31961524,181.0748788,19728.93338,3632.538444,152.7568375,-22.68103056
ESO 500-15                         ,G  ,0.010659,~,16.06,~,15.25,15.4,8,0,Sb,13:59.4,-25:38:24,1.15,0.44,46.55977123,61.40800239,50799.6442,3169.669288,153.4975,-25.64
2MASX J10201993+2924421            ,G  ,0.081823,~,~,16.44,~,~,3,0,Sb,20:19.9,+29:24:42.17,0.267,0.16,328.2878293,264.491396,83160.68081,23134.49189,155.0830542,29.41171389
MCG+04-25-012                      ,G  ,0.05356,~,17,~,~,~,6,0,Sb,22:21.1,+21:13:24.008325587,0.34,0.17,222.1655509,207.7035375,71665.08616,15438.46456,155.5879903,21.22333565
LEDA 1150038                       ,G  ,0.03494,~,16.35,~,~,~,18,0,Sb,29:52.6,-00:10:27.75,0.503,0.151,148.1931215,140.3960293,70720.93984,10205.54243,157.4693292,-0.174375
ESO 500-27                         ,G  ,0.011544,~,15.94,~,15.28,15.6,11,0,Sb,20:18.4,-25:39:13,0.72,0.54,50.37103333,98.08222603,34408.46899,3430.553786,155.0766667,-25.65361111
ESO 317-16                         ,G  ,0.025518,~,14.71,~,~,~,13,0,Sb,20:43.8,-37:46:46.592092989,0.443,0.39,109.4686596,159.4112929,46009.2887,7504.836491,155.1825367,-37.77960891
ESO 317-11                         ,G  ,0.025468,~,15.92,~,14.66,~,8,0,Sb,19:06.9,-40:40:44.86,0.413,0.281,109.2607799,170.9908057,42812.08118,7490.406645,154.7787,-40.67912778
ESO 317-25                         ,G  ,0.020147,~,16.06,~,15,15.2,5,0,Sb,26:07.9,-41:43:06.83,0.327,0.15,86.99261873,215.9608647,26988.71142,5948.762824,156.5329917,-41.71856389
2MASX J10391785+2929288            ,G  ,0.077661,~,~,16.66,~,~,3,0,Sb,39:17.8,+29:29:28.897408702,0.227,0.177,313.1086492,311.0978094,67433.06723,22018.90786,159.8243122,29.49136039
2MASX J10360259+2853334            ,G  ,0.094092,~,~,16.56,~,~,4,0,Sb,36:02.6,+28:53:33.40,0.213,0.171,372.1653156,331.5455528,75208.59785,26389.17469,159.0108042,28.89261111
2MASX J10385604+2848448            ,G  ,0.083758,~,~,16.24,~,~,4,0,Sb,38:56.0,+28:48:44.84,0.247,0.173,335.2936384,285.9077034,78573.16716,23651.14082,159.7335375,28.81245556
NGC 3321                           ,G  ,0.008327,~,13.3,~,12.37,13.2,50,0,Sb,38:50.6,-11:38:56.04,0.857,0.463,36.47726971,82.40280367,29658.90676,2480.568638,159.7106333,-11.6489
ESO 375-70                         ,G  ,0.012826,~,15.02,~,14.16,~,4,0,Sb,35:51.2,-34:16:11.73,0.333,0.253,55.87733503,212.0696779,17653.54427,3807.855608,158.9631667,-34.269925
2MASX J10495101+3952162            ,G  ,0.03573,~,16,~,~,~,8,0,Sb,49:51.0,+39:52:16.58,0.31,0.211,151.3998788,227.8038798,44528.61773,10430.33966,162.4626708,39.87127222
2MASX J10450631+2912310            ,G  ,0.020694,~,~,16.61,~,~,5,0,Sb,45:06.3,+29:12:31.04,0.19,0.125,89.2951552,371.6800144,16096.57546,6107.797517,161.2763042,29.20862222
2dFGRS TGN364Z227                  ,G  ,0.0263,~,17.67,~,~,~,4,0,Sb,45:18.0,+00:01:07.91,0.59,0.13,112.7166034,119.693564,63094.55728,7730.383292,161.324975,0.018863889
ESO 376-12                         ,G  ,0.01485,~,14.74,~,~,~,10,0,Sb,42:22.5,-36:10:37.98,0.67,0.362,64.53545706,105.4017951,41022.78919,4402.066507,160.5935833,-36.17721667
2MASX J11002941+2936219            ,G  ,0.071233,~,~,16.5,~,~,2,0,Sb,00:29.4,+29:36:21.93,0.323,0.123,289.3657715,218.6353026,88675.09712,20284.17241,165.1225583,29.60609167
2MASX J11022858+2934379            ,G  ,0.03413,~,~,15.31,~,~,6,0,Sb,02:28.6,+29:34:37.537836703,0.427,0.222,144.898783,165.3845498,58700.87912,9974.792373,165.6191929,29.57709384
2MASX J10531446+2653116            ,G  ,0.020901,~,15.1,~,~,~,13,0,Sb,53:14.5,+26:53:11.64,0.567,0.295,90.16569676,124.5488585,48503.87035,6167.947401,163.3102708,26.88656667
MCG-02-28-031                      ,G  ,0.010253,~,14,~,16.83,~,24,0,Sb,59:38.2,-15:31:34.65,1.187,0.166,44.80855792,59.49385235,50461.90929,3049.8708,164.9090417,-15.52629167
ESO 569-29                         ,G  ,0.037109,~,14.96,~,13.66,~,16,0,Sb,58:00.1,-18:25:39.71,0.617,0.518,156.9827732,114.4557581,91894.4226,10822.13702,164.500625,-18.42769722
ESO 502-10                         ,G  ,0.06071,~,15.95,~,14.62,~,6,0,Sb,02:26.9,-25:51:54.322750984,0.333,0.307,249.6976588,212.0696779,78887.95467,17412.65593,165.6120937,-25.86508965
ESO 502-9                          ,G  ,0.01165,~,15.64,~,~,~,4,0,Sb,02:18.7,-24:56:48,0.91,0.63,50.82696909,77.6035195,43882.11967,3461.777785,165.5779167,-24.94666667
ESO 437-70                         ,G  ,0.03292,~,15.79,~,14.77,~,5,0,Sb,53:55.7,-28:34:34.08,0.38,0.228,139.9655137,185.8400072,50461.09048,9629.596289,163.4818875,-28.57613333
ESO 437-71                         ,G  ,0.007256,~,14.61,~,13.24,14.1,21,0,Sb,55:19.2,-30:28:07,1.29,0.72,31.82738069,54.74356802,38953.15164,2163.278496,163.83,-30.46861111
ESO 376-30                         ,G  ,0.029667,~,15.24,~,~,~,8,0,Sb,58:59.7,-35:49:27.30,0.307,0.264,126.6305565,230.0299764,36883.22461,8698.598975,164.7488083,-35.82425
Z 156-27                           ,G  ,0.03423,~,15.1,~,~,~,14,0,Sb,13:26.8,+30:36:27.229104237,0.42,0.311,145.3058425,168.1409589,57900.77271,10003.2944,168.3615472,30.60756364
2MASX J11105196+2934077            ,G  ,0.03345,~,~,15.15,~,~,8,0,Sb,10:52.0,+29:34:07.413653204,0.56,0.179,142.1281534,126.1057192,75512.72329,9780.87106,167.7165281,29.56872601
2MASX J11141987+2926401            ,G  ,0.070826,~,~,16.79,~,~,5,0,Sb,14:19.9,+29:26:40.550777201,0.193,0.135,287.8500929,365.9026049,52707.89539,20173.84704,168.582895,29.44459744
MCG+05-27-009                      ,G  ,0.0358,~,15.5,~,~,~,17,0,Sb,10:56.8,+27:05:49.283754096,0.523,0.272,151.6837252,135.0271563,75264.93089,10450.24627,167.7365562,27.09702327
ESO 570-13                         ,G  ,0.026992,~,16.05,~,~,~,8,0,Sb,12:49.6,-21:11:38.85,0.23,0.138,115.5855838,307.0400119,25222.23103,7929.75923,168.2067417,-21.194125
ESO 503-2                          ,G  ,0.03136,~,16.07,~,15.07,~,6,0,Sb,14:03.0,-27:32:35.78,0.447,0.17,133.5838073,157.9847936,56651.75034,9183.670376,168.5126333,-27.54327222
ESO 438-10                         ,G  ,0.00497,~,14.95,~,14.01,~,17,0,Sb,10:51.9,-27:53:51.569264437,0.273,0.202,21.86138964,258.6783983,5662.293856,1484.315115,167.7163486,-27.89765813
ESO 438-11                         ,G  ,0.033156,~,15.23,~,13.73,~,13,0,Sb,11:28.1,-31:06:23.531406169,0.503,0.342,140.9288446,140.3960293,67254.27092,9696.970481,167.8670423,-31.1065365
ESO 319-2                          ,G  ,0.05864,~,16.25,~,15.17,~,2,0,Sb,06:29.4,-42:08:15.32,0.273,0.246,241.7755675,258.6783983,62622.01687,16843.05897,166.6223125,-42.13758889
2MASX J11214862+2926441            ,G  ,0.03322,~,15.5,15.42,~,~,12,0,Sb,21:48.6,+29:26:44.47,0.257,0.18,141.1899917,274.7828901,34426.19531,9715.237544,170.4526833,29.44568611
2MASX J11171859+2936106            ,G  ,0.04866,~,~,16.19,~,~,6,0,Sb,17:18.6,+29:36:10.65,0.423,0.178,203.0211822,166.9484698,81476.75282,14074.42492,169.3274833,29.60295833
2MASX J11170621+2931539            ,G  ,0.02918,~,~,16.36,~,~,6,0,Sb,17:06.2,+29:31:54.00,0.31,0.143,124.6251061,227.8038798,36653.8187,8558.847382,169.2758792,29.53166667
2MASX J11184178+2922383            ,G  ,0.0494,~,~,16.6,~,~,6,0,Sb,18:41.8,+29:22:38.38,0.227,0.113,205.9269234,311.0978094,44349.73006,14281.00943,169.6741042,29.37732778
2MASX J11162793+2922176            ,G  ,0.04592,~,~,16.67,~,~,7,0,Sb,16:27.9,+29:22:17.152565073,0.26,0.14,192.2166977,271.6123182,47415.07612,13307.66941,169.1164422,29.37143127
2MASX J11205696+2937573            ,G  ,0.08402,~,~,16.43,~,~,4,0,Sb,20:57.0,+29:37:57.035084511,0.193,0.178,336.2397396,365.9026049,61568.46727,23720.99808,170.2373147,29.63250975
2MASX J11255206-0055210            ,G  ,0.04114,~,16.711,~,15.533,~,5,0,Sb,25:52.1,-00:55:21.09,0.407,0.13,173.1955805,173.5115547,66877.9893,11963.0581,171.46695,-0.922525
ESO 438-17                         ,G  ,0.004176,~,14.19,~,12.89,13.6,27,0,Sb,17:17.7,-27:49:21.59,0.53,0.297,18.38676295,133.2437788,9245.558247,1247.937984,169.3238375,-27.82266389
ESO 439-2                          ,G  ,0.02938,~,15.73,~,14.81,~,10,0,Sb,21:42.3,-29:34:44.44,0.467,0.224,125.4489875,151.2188496,55582.23849,8616.252068,170.4260875,-29.57901111
ESO 377-33                         ,G  ,0.0326,~,16.01,~,14.32,~,10,0,Sb,17:00.6,-36:06:55.58,0.7,0.168,138.658419,100.8845753,92086.56566,9538.205242,169.2523792,-36.11543889
ESO 319-19                         ,G  ,0.03322,~,15.04,~,13.98,~,7,0,Sb,25:56.8,-38:03:22.88,0.36,0.331,141.1899917,196.1644521,48223.46425,9715.237544,171.4866792,-38.05635556
ESO 319-18                         ,G  ,0.03134,~,~,~,~,~,3,0,Sb,24:33.7,-40:37:39.67,0.467,0.327,133.5018332,151.2188496,59150.18431,9177.946921,171.1404708,-40.62768611
ESO 265-28                         ,G  ,0.017365,~,15.27,~,13.95,~,11,0,Sb,22:43.4,-43:59:58.33,0.487,0.253,75.23433404,145.0086299,34761.38203,5137.942104,170.6807417,-43.99953611
2MASX J11294619+2923456            ,G  ,0.102951,~,~,16.76,~,~,4,0,Sb,29:46.2,+29:23:45.65,0.187,0.149,403.0591492,377.6427954,71509.27629,28708.73584,172.4424917,29.39601389
2MASX J11330332+2847016            ,G  ,0.104903,~,~,16.82,~,~,3,0,Sb,33:03.3,+28:47:01.543517173,0.19,0.133,409.7792319,371.6800144,73867.86341,29216.48349,173.263763,28.78376209
2MASX J11335754+2859147            ,G  ,0.033083,~,~,16.17,~,~,4,0,Sb,33:57.6,+28:59:14.46,0.237,0.109,140.6309242,297.9713196,31621.40549,9676.132579,173.4899875,28.98735
2MASX J11321353+0051255            ,G  ,0.0948,~,~,~,~,~,3,0,Sb,32:13.5,+00:51:25.53,0.15,0.15,374.6583422,470.794685,53318.5903,26575.47747,173.0563792,0.857091667
2dFGRS TGN237Z268                  ,G  ,0.052016,~,17.424,~,16.184,~,6,0,Sb,33:23.2,-02:44:16.69,0.337,0.108,216.1575548,209.5525304,69111.81718,15009.63723,173.3466042,-2.737969444
LEDA 1139407                       ,G  ,0.07557,~,17.061,~,15.752,~,9,0,Sb,31:59.8,-00:35:55.17,0.447,0.125,305.4253069,157.9847936,129528.2609,21456.18636,172.9991917,-0.598658333
2MFGC 9097                         ,G  ,0.04978,~,16.67,~,15.64,~,8,0,Sb,36:27.4,-02:55:08.37,0.377,0.113,207.4170421,187.3188402,74188.70311,14387.01188,174.1141708,-2.918991667
2dFGRS TGN238Z137                  ,G  ,0.101757,~,17.576,~,16.181,~,5,0,Sb,37:15.0,-02:56:06.06,0.29,0.128,398.9332096,243.5144922,109761.5374,28397.56643,174.3124083,-2.935016667
2dFGRS TGN236Z101                  ,G  ,0.0518,~,17.595,~,16.55,~,6,0,Sb,32:53.2,-03:16:40.00,0.24,0.1,215.3152705,294.2466781,49027.31006,14949.5739,173.2215292,-3.277777778
2dFGRS TGN237Z095                  ,G  ,0.0453,~,17.959,~,16.98,~,3,0,Sb,34:52.2,-03:18:42.77,0.26,0.1,189.7619334,271.6123182,46809.54686,13133.76716,173.7174042,-3.311880556
ESO 571-9                          ,G  ,0.02372,~,15.72,~,14.52,~,15,0,Sb,36:45.8,-22:13:20.103205347,0.477,0.191,101.977346,148.0486431,46150.25199,6985.280195,174.1906843,-22.22225089
ESO 571-10                         ,G  ,0.02381,~,15.93,~,15.29,~,2,0,Sb,37:20.5,-22:14:54.79,0.183,0.139,102.3531101,385.8972828,17770.68324,7011.319207,174.3355083,-22.24855278
ESO 503-20                         ,G  ,0.06316,~,15.77,~,14.79,~,5,0,Sb,31:44.6,-25:04:40.02,0.247,0.217,259.0231647,285.9077034,60699.84064,18084.78497,172.9357,-25.07778333
ESO 439-17                         ,G  ,0.012755,~,16.09,~,14.99,~,7,0,Sb,32:02.3,-32:04:42.83,0.3,0.15,55.5728362,235.3973425,15817.42592,3786.978695,173.00975,-32.07856389
ESO 378-11                         ,G  ,0.010887,~,15.23,~,13.82,14.5,35,0,Sb,34:43.5,-37:12:57.38,0.787,0.205,47.54244684,89.73215088,35498.35713,3236.913301,173.6814583,-37.21593889
ESO 320-13                         ,G  ,0.010118,~,15.3,~,14.53,~,5,0,Sb,37:19.9,-38:05:51,0.87,0.72,44.22587144,81.17149741,36504.60422,3010.020152,174.3329167,-38.0975
ESO 378-9                          ,G  ,0.03542,~,15.28,~,14.08,~,6,0,Sb,31:26.9,-37:26:22.033116087,0.403,0.355,150.1422647,175.2337537,57406.35876,10342.1581,172.8621321,-37.43945364
2MASX J11392137+2906130            ,G  ,0.120183,~,~,16.73,~,~,5,0,Sb,39:21.4,+29:06:13.04,0.173,0.146,461.3212044,408.2034841,75718.41471,33150.60367,174.8391542,29.10362222
2MASX J11454669+2928170            ,G  ,0.03324,~,~,15.98,~,~,4,0,Sb,45:46.7,+29:28:17.05,0.277,0.138,141.2715918,254.9429702,37126.72148,9720.94566,176.4445667,29.47140278
2MASX J11455835+2919571            ,G  ,0.022886,~,~,15.37,~,~,8,0,Sb,45:58.4,+29:19:57.16,0.463,0.158,98.49133724,152.5252759,43264.4331,6743.822898,176.4931333,29.33254444
2MASX J11474190+2922391            ,G  ,0.054464,~,~,16.82,~,~,3,0,Sb,47:41.9,+29:22:39.10,0.25,0.115,225.6728064,282.476811,53526.79386,15689.12223,176.9246042,29.37752778
2MFGC 9113                         ,G  ,0.041696,~,16.897,~,15.803,~,5,0,Sb,37:54.0,-02:36:01.75,0.43,0.112,175.4194165,164.2307041,71564.57726,12119.92102,174.4749292,-2.600486111
2MFGC 9259                         ,G  ,0.0478,~,15.7,~,~,~,15,0,Sb,48:37.6,-00:14:03.07,0.5,0.13,199.6377012,141.2384055,94703.17889,13834.0761,177.1568458,-0.234186111
2MFGC 9196                         ,G  ,0.07736,~,17.204,~,15.887,~,11,0,Sb,43:18.0,-01:32:47.39,0.497,0.109,312.005,142.0909512,147119.3966,21937.99714,175.8250583,-1.546497222
2dFGRS TGN240Z010                  ,G  ,0.0774,~,17.556,~,16.463,~,3,0,Sb,48:03.5,-03:03:44.27,0.207,0.112,312.1517102,341.1555688,61303.89329,21948.7512,177.0144667,-3.062297222
6dFGS gJ114625.4-033549            ,G  ,0.04787,~,16.807,~,15.446,~,10,0,Sb,46:25.4,-03:35:48.87,0.43,0.12,199.913364,164.2307041,81557.19397,13853.65001,176.6057292,-3.596908333
ESO 571-20                         ,G  ,0.033801,~,15.39,~,~,~,12,0,Sb,44:18.0,-18:12:04.112641924,0.47,0.338,143.5588591,150.2536229,64014.71975,9880.992102,176.0750673,-18.2011424
ESO 571-19                         ,G  ,0.03195,~,16.17,~,14.89,~,10,0,Sb,43:22.9,-19:11:17.16,0.537,0.161,136.0002491,131.5068952,69289.26939,9352.43867,175.845475,-19.1881
ESO 504-5                          ,G  ,0.026732,~,14.79,~,14.07,~,21,0,Sb,38:10.0,-23:25:43.67,0.593,0.297,114.5082107,119.0880316,64423.35145,7854.872592,174.5418083,-23.42879722
ESO 504-10                         ,G  ,0.006511,~,15.54,~,15.28,~,18,0,Sb,43:03.5,-23:25:57,1.2,0.4,28.58564339,58.84933562,32544.77025,1942.264764,175.7645833,-23.4325
ESO 439-20                         ,G  ,0.013776,~,14.26,~,13.04,~,37,0,Sb,38:15.5,-29:43:42.68,0.953,0.381,59.94652283,74.10199658,54201.19855,4086.981986,174.5645458,-29.72852222
ESO 378-21                         ,G  ,0.027411,~,15.39,~,14.18,~,12,0,Sb,48:28.9,-33:05:06.16,0.613,0.331,117.3203763,115.2026146,68231.65636,8050.382747,177.1205583,-33.08504444
ESO 378-22                         ,G  ,0.02415,~,15.74,~,14.68,~,9,0,Sb,48:29.2,-34:17:00.16,0.42,0.218,103.7719187,168.1409589,41350.53469,7109.658033,177.1217667,-34.28337778
2MASX J11594856+2938264            ,G  ,0.029,~,15.5,15.38,~,~,12,0,Sb,59:48.6,+29:38:26.49,0.353,0.247,123.8832698,200.0543987,41489.61048,8507.16905,179.9523292,29.64069167
2MASX J11485514+2901085            ,G  ,0.091837,~,~,16.74,~,~,3,0,Sb,48:55.2,+29:01:08.972018604,0.223,0.161,364.1968572,316.6780392,77053.62043,25794.70792,177.2298899,29.01915889
2MFGC 9325                         ,G  ,0.05114,~,~,~,~,~,6,0,Sb,53:04.9,+04:50:47.54,0.4,0.104,212.7388996,176.5480069,80734.45024,14765.93734,178.2705083,4.846538889
NGC 3969                           ,G  ,0.022139,~,13.99,~,12.39,~,21,0,Sb,55:09.2,-18:55:39.012281696,0.957,0.612,95.36294662,73.79227037,86585.18557,6527.304096,178.7884503,-18.92750341
ESO 440-19                         ,G  ,0.055082,~,15.06,~,13.66,~,9,0,Sb,51:52.3,-31:28:41.27,0.413,0.306,228.0660664,170.9908057,89364.02391,15860.30218,177.9677875,-31.47813056
ESO 440-22                         ,G  ,0.03641,~,15.83,~,14.67,~,5,0,Sb,52:25.3,-31:22:53.31,0.363,0.196,154.1552018,194.5432582,53090.49829,10623.6347,178.105375,-31.381475
ESO 378-26                         ,G  ,0.02804,~,15.79,~,14.62,~,11,0,Sb,49:29.8,-34:35:09.08,0.597,0.191,119.9213124,118.2901218,67923.91285,8231.325069,177.3743,-34.58585556
ESO 320-32                         ,G  ,0.022479,~,14.8,~,13.38,~,14,0,Sb,54:39.0,-40:55:56.497522730,0.767,0.399,96.78755336,92.07197229,70431.4887,6625.882763,178.6626745,-40.93236042
2MASX J12024525+2851572            ,G  ,0.035611,~,~,16.12,~,~,5,0,Sb,02:45.3,+28:51:57.57,0.28,0.162,150.9172293,252.2114384,40091.18074,10396.4939,180.6885458,28.86599167
2MASX J12003560+2911462            ,G  ,0.080929,~,~,16.08,~,~,3,0,Sb,00:35.6,+29:11:46.30,0.23,0.216,325.0400705,307.0400119,70927.83961,22895.36307,180.1483458,29.19619444
2MASX J12084088+2910450            ,G  ,0.056696,~,~,15.83,~,~,2,0,Sb,08:40.9,+29:10:44.904695579,0.343,0.199,234.2996244,205.8868885,76246.11236,16306.69011,182.1702728,29.17914019
2dFGRS TGN179Z058                  ,G  ,0.025851,~,17.162,~,16.269,~,5,0,Sb,07:24.7,-03:09:08.92,0.213,0.124,110.8524925,331.5455528,22401.49788,7600.912592,181.853075,-3.152477778
ESO 505-22                         ,G  ,0.037564,~,15.42,~,14.18,~,12,0,Sb,09:26.5,-24:17:05.40,0.52,0.364,158.8207472,135.8061591,78354.25233,10951.24289,182.3602292,-24.28483333
ESO 440-49                         ,G  ,0.007554,~,13.77,~,12.65,14.2,34,0,Sb,05:34.0,-31:25:24.52,0.403,0.331,33.12241555,175.2337537,12664.23731,2251.614303,181.3917833,-31.42347778
ESO 321-3                          ,G  ,0.01613,~,15.05,~,13.49,~,9,0,Sb,01:20.3,-42:40:11.881584705,0.493,0.266,69.98883988,143.243819,32736.15788,4776.93028,180.3346106,-42.66996711
ESO 321-2                          ,G  ,0.016772,~,14.18,~,12.77,14,18,0,Sb,01:08.9,-42:44:48.464161038,0.47,0.423,72.7176255,150.2536229,32425.71337,4964.680274,180.2869902,-42.7467956
2MASX J12142255+2908204            ,G  ,0.11055,~,~,16.66,~,~,4,0,Sb,14:22.6,+29:08:20.112852387,0.217,0.156,429.0454276,325.434114,88331.37771,30678.69136,183.5941029,29.13892024
LEDA 1176346                       ,G  ,0.09969,~,17.579,~,16.523,~,7,0,Sb,15:11.2,+00:49:12.73,0.183,0.1,391.7628084,385.8972828,68018.38038,27857.81801,183.7965083,0.820202778
2MASX J12203969-0001323            ,G  ,0.02951,~,16.78,~,~,~,6,0,Sb,20:39.7,-00:01:32.30,0.28,0.101,125.9842952,252.2114384,33467.74371,8653.556267,185.1653917,-0.025638889
2dFGRS TGN181Z028                  ,G  ,0.1105,~,17.654,~,16.488,~,4,0,Sb,19:49.7,-03:16:31.52,0.233,0.103,428.8759704,303.0867071,94806.83034,30665.7877,184.9570542,-3.275422222
ESO 573-4                          ,G  ,0.04472,~,15.83,~,14.7,~,8,0,Sb,14:04.7,-17:57:59.89,0.55,0.176,187.4622033,128.3985504,97820.16679,12970.94917,183.5196833,-17.96663611
ESO 573-5                          ,G  ,0.04484,~,16.44,~,~,~,6,0,Sb,16:59.5,-18:12:04.85,0.557,0.189,187.9382745,126.7849241,99316.73247,13004.64639,184.2477875,-18.20134722
ESO 573-7                          ,G  ,0.032893,~,15.64,~,~,~,15,0,Sb,18:02.1,-20:51:11.67,0.597,0.358,139.8552669,118.2901218,79214.58474,9621.88678,184.50865,-20.85324167
ESO 441-19                         ,G  ,0.02231,~,15.18,~,13.74,~,13,0,Sb,12:38.1,-32:34:58.505531925,0.643,0.347,96.07958782,109.827687,58613.01972,6576.889486,183.1588999,-32.5829182
ESO 380-14                         ,G  ,0.013149,~,14.34,~,12.89,~,27,0,Sb,19:51.1,-36:27:34.398296175,0.983,0.492,57.26192172,71.84049109,53403.71004,3902.802943,184.9628268,-36.45955508
ESO 267-38                         ,G  ,0.020154,~,14.42,~,13,~,27,0,Sb,17:59.9,-43:32:23.97,0.957,0.421,87.0221039,73.79227037,79012.0826,5950.798809,184.4994667,-43.53999167
NGC 4219                           ,G  ,0.006657,~,12.71,11.31,11.09,11.9,67,0,Sb,16:27.3,-43:19:27.41,2.34,0.889,29.22140437,30.17914647,64873.73972,1985.597152,184.1138,-43.32428056
LEDA 1147239                       ,G  ,0.11007,~,18.41,~,~,~,5,0,Sb,32:21.4,-00:16:59.70,0.22,0.1,427.4178084,320.9963761,89212.82385,30554.78464,188.0891417,-0.28325
2MASX J12231027-0150168            ,G  ,0.07646,~,17.518,~,16.183,~,5,0,Sb,23:10.3,-01:50:16.82,0.27,0.113,308.7003015,261.5526028,79077.47805,21695.88465,185.7928167,-1.838005556
ESO 573-24                         ,G  ,0.027252,~,14.99,~,~,~,16,0,Sb,27:20.6,-17:54:36.72,0.503,0.332,116.6622745,140.3960293,55673.74257,8004.617739,186.8356917,-17.9102
ESO 574-3                          ,G  ,0.027859,~,15.15,~,13.61,~,12,0,Sb,29:36.0,-18:23:13.80,0.69,0.455,119.1732797,102.3466706,78015.33444,8179.274227,187.3999,-18.38716667
ESO 574-1                          ,G  ,0.022572,~,15.8,~,14.6,~,10,0,Sb,28:33.0,-22:14:23,1,0.47,97.17701929,70.61920274,92196.74026,6652.838404,187.1375,-22.23972222
ESO 380-40                         ,G  ,0.01393,~,14.65,~,13.48,~,10,0,Sb,32:27.9,-36:22:12.850372513,0.51,0.398,60.605268,138.469025,29324.63023,4132.192632,188.1162936,-36.37023621
NGC 4444                           ,G  ,0.009771,~,13,~,11.76,12.3,29,0,Sb,28:36.4,-43:15:42.154728221,1.02,0.898,42.72726556,69.23451249,41348.26244,2907.55214,187.151745,-43.26170965
LEDA 1265757                       ,G  ,0.02876,~,~,~,~,~,5,0,Sb,43:25.1,+04:15:40.83,0.55,0.17,122.8936487,128.3985504,64127.47212,8438.243791,190.8546708,4.261341667
2dFGRS TGN390Z091                  ,G  ,0.04884,~,16.496,~,15.41,~,5,0,Sb,43:33.6,+01:48:37.15,0.38,0.129,203.7284627,185.8400072,73449.23843,14124.69453,190.8898625,1.810319444
2MASX J12435387+0010001            ,G  ,0.07234,~,17.29,~,~,~,8,0,Sb,43:53.9,+00:10:00.18,0.36,0.115,293.4807878,196.1644521,100238.4101,20583.9509,190.9744875,0.166716667
MCG-01-32-037                      ,G  ,0.008065,~,15,~,~,~,3,0,Sb,40:48.0,-05:17:00,1.096,0.301,35.34089141,64.43357915,36748.53633,2402.996957,190.2,-5.283333333
2dFGRS TGN186Z003                  ,G  ,0.0589,~,16.601,~,15.357,~,3,0,Sb,43:59.0,-03:18:05.687297853,0.49,0.157,242.7727835,144.1208219,112862.0853,16914.68934,190.9956848,-3.301579805
ESO 574-19                         ,G  ,0.06398,~,16.25,~,14.82,~,5,0,Sb,41:43.6,-18:59:00.282605273,0.41,0.246,262.132094,172.2419579,101966.1557,18309.25374,190.4315974,-18.98341183
ESO 574-25                         ,G  ,0.027299,~,15.52,~,~,~,11,0,Sb,43:47.1,-20:09:19.75,0.493,0.237,116.8568343,143.243819,54657.91094,8018.146854,190.9461667,-20.15548611
ESO 442-11                         ,G  ,0.01009,~,15.47,~,~,~,4,0,Sb,36:11.6,-28:01:53,0.89,0.68,44.10499379,79.34741881,37241.72289,3001.753821,189.0483333,-28.03138889
ESO 442-14                         ,G  ,0.0299,~,14.88,~,13.67,~,10,0,Sb,42:42.2,-29:37:12.10,0.39,0.304,127.5892024,181.0748788,47209.62186,8765.42708,190.676025,-29.62002778
ESO 380-52                         ,G  ,0.02944,~,16.27,~,~,~,4,0,Sb,38:31.4,-33:07:18.03,0.283,0.193,125.6960737,249.5378189,33748.94023,8633.470257,189.63095,-33.121675
